"","TruePrice","PredictPrice","TestError","ErrorPercentage"
"4323",410000,407491.8775,-2508.1225,-0.00615502452561155
"4324",455000,456578.971333333,1578.97133333323,0.00345826556295883
"4325",459500,417669.820083333,-41830.1799166668,-0.100151310689197
"4326",371000,420383.603666667,49383.6036666667,0.117472715957362
"4327",289500,297377.468416667,7877.46841666661,0.0264897958093758
"4328",395000,476757.284833333,81757.2848333333,0.171486178469018
"4329",496752,517598.749333333,20846.7493333334,0.0402758881473033
"4330",227000,303047.943,76047.943,0.250943603996019
"4331",330000,311548.315333333,-18451.6846666667,-0.0592257565152449
"4332",480000,568959.078416667,88959.0784166668,0.156354089057209
"4333",290000,315693.385833333,25693.3858333333,0.0813871528081296
"4334",281000,236002.99725,-44997.0027500001,-0.190662844431312
"4335",705000,571225.281333333,-133774.718666667,-0.23418907222456
"4336",1400000,1023433.7325,-376566.2675,-0.36794396700228
"4337",485000,476292.2485,-8707.75150000001,-0.0182823708078886
"4338",622000,552402.876083333,-69597.1239166666,-0.125989792830419
"4339",380000,359261.910416667,-20738.0895833333,-0.057724153276593
"4340",2130000,1266632.428,-863367.572,-0.681624402561088
"4341",561500,499699.8835,-61800.1165000001,-0.123674466496049
"4342",242000,251213.128833333,9213.12883333341,0.0366745515097892
"4343",348500,290104.852083333,-58395.1479166667,-0.201289800902374
"4344",370000,305416.9205,-64583.0795000001,-0.211458747584354
"4345",752000,834277.050833333,82277.0508333333,0.0986207768164656
"4346",230000,251016.084916667,21016.0849166667,0.0837240566621206
"4347",715000,562522.168416666,-152477.831583334,-0.271061017937326
"4348",240415,219154.47225,-21260.5277499999,-0.0970116079846503
"4349",562000,679678.003333333,117678.003333333,0.173137872281002
"4350",360000,364075.58125,4075.58125000005,0.0111943273866573
"4351",659950,644382.849666667,-15567.1503333333,-0.0241582319290249
"4352",458500,577319.878083333,118819.878083333,0.205812899562385
"4353",259950,282545.184333333,22595.1843333333,0.0799701626012377
"4354",366000,317533.051,-48466.949,-0.152635918835422
"4355",978000,863838.111,-114161.889,-0.132156578352214
"4356",525000,562845.04125,37845.04125,0.0672388285876188
"4357",926300,779665.496916667,-146634.503083333,-0.188073608057849
"4358",750000,585288.511583333,-164711.488416667,-0.281419308865445
"4359",660000,518726.537666667,-141273.462333333,-0.272346703079447
"4360",305000,329999.700666667,24999.7006666667,0.0757567374035862
"4361",8e+05,718790.992,-81209.0079999999,-0.112980002398249
"4362",6e+05,535615.163333333,-64384.8366666666,-0.120207270208662
"4363",435000,293943.384416667,-141056.615583333,-0.479876816630051
"4364",1140000,989606.415833333,-150393.584166667,-0.151973129681079
"4365",318000,275128.34925,-42871.65075,-0.155824184846339
"4366",639000,628354.979333333,-10645.0206666667,-0.0169410938351451
"4367",453000,462990.026333333,9990.02633333334,0.0215771955444693
"4368",8e+05,810062.997833333,10062.9978333333,0.0124224879549476
"4369",437000,466800.174833333,29800.1748333334,0.0638392537962807
"4370",1150000,707973.973333333,-442026.026666667,-0.624353497891297
"4371",490000,588894.707,98894.7069999998,0.167932748969333
"4372",499950,391515.335583333,-108434.664416667,-0.276961473948666
"4373",160134,212029.7005,51895.7005,0.244756750481756
"4374",191000,216202.743333333,25202.7433333333,0.116569951633207
"4375",221000,208899.817416667,-12100.1825833333,-0.0579233755824621
"4376",352800,383826.851666667,31026.8516666666,0.0808355422033157
"4377",350000,368031.686,18031.686,0.0489949281160535
"4378",458000,603007.988166667,145007.988166667,0.240474406661737
"4379",359950,324416.764583333,-35533.2354166667,-0.109529590624899
"4380",1050000,777869.069666667,-272130.930333333,-0.349841561960996
"4381",353000,349231.14375,-3768.85624999995,-0.0107918675566287
"4382",717550,833445.14275,115895.14275,0.139055514040909
"4383",450000,507393.911166667,57393.9111666667,0.113115096384777
"4384",167500,255946.341333333,88446.3413333333,0.345565952896919
"4385",550000,535347.6525,-14652.3474999999,-0.0273697800514777
"4386",939000,953374.972083334,14374.9720833335,0.0150779834842119
"4387",7e+05,530157.215833333,-169842.784166667,-0.32036305287234
"4388",480000,754448.53325,274448.53325,0.363773698475806
"4389",501000,570107.529833333,69107.5298333333,0.121218412697577
"4390",580000,515441.024,-64558.9760000001,-0.125249976222304
"4391",527550,277261.539166667,-250288.460833333,-0.902716119897469
"4392",399000,424570.080166667,25570.0801666667,0.060225817506097
"4393",240000,316199.8845,76199.8845,0.240986440018766
"4394",353000,434563.805333333,81563.8053333333,0.187691207441378
"4395",335000,351515.625666667,16515.6256666666,0.0469840441241948
"4396",475000,422141.100833333,-52858.8991666667,-0.12521618734191
"4397",660000,769038.918333333,109038.918333333,0.141785956125138
"4398",551000,436360.745333333,-114639.254666667,-0.26271669918222
"4399",249950,263567.388333333,13617.3883333334,0.0516656799592806
"4400",1150000,1302340.06666667,152340.066666666,0.1169741072749
"4401",575000,551749.861333333,-23250.1386666666,-0.0421389116627621
"4402",1090000,1138772.84433333,48772.8443333334,0.0428293004843177
"4403",515000,549837.21227381,34837.2122738096,0.0633591388435551
"4404",235000,267859.646666667,32859.6466666667,0.122674867512083
"4405",796000,707607.275416667,-88392.7245833332,-0.124917772406006
"4406",450000,449040.5825,-959.417500000156,-0.00213659419079378
"4407",2050000,1756268.20833333,-293731.791666667,-0.167247684763031
"4408",270000,268177.320833333,-1822.67916666652,-0.00679654476747972
"4409",1710000,1359402.63266667,-350597.367333333,-0.257905464435938
"4410",565000,497814.955833333,-67185.0441666666,-0.134959874908137
"4411",680000,625899.596166666,-54100.4038333335,-0.0864362338059849
"4412",5570000,3991476.66666667,-1578523.33333333,-0.395473521495387
"4413",864500,820824.896416666,-43675.1035833335,-0.0532087949256881
"4414",1150000,1175554.73,25554.73,0.0217384434325742
"4415",335000,345289.856583333,10289.8565833333,0.0298006338360245
"4416",911000,923941.19975,12941.1997500004,0.0140065187627762
"4417",425000,425109.441333333,109.44133333338,0.00025744272578403
"4418",299950,331343.716583333,31393.7165833332,0.0947466784855649
"4419",864000,798401.724583334,-65598.2754166664,-0.0821619911341005
"4420",425000,593290.332333333,168290.332333333,0.283655949139554
"4421",374950,357472.203666667,-17477.7963333334,-0.0488927423001286
"4422",247000,255742.72575,8742.72575000007,0.0341856282494872
"4423",475000,441014.2625,-33985.7375,-0.0770626720944201
"4424",275000,337757.597083333,62757.5970833332,0.185806618785985
"4425",355000,466148.943333333,111148.943333333,0.238440835108475
"4426",285000,295520.39925,10520.39925,0.0355995703738207
"4427",1340000,845208.228166666,-494791.771833334,-0.585408134166632
"4428",325000,315425.614166667,-9574.3858333333,-0.0303538628548864
"4429",1670000,2188755.1,518755.1,0.237009202171591
"4430",402000,434645.5495,32645.5495,0.0751084407456932
"4431",1100000,1149931.904,49931.9039999999,0.0434216181204412
"4432",375000,440400.679833333,65400.6798333334,0.148502676830753
"4433",396000,510467.952166667,114467.952166667,0.224241211776
"4434",320000,360708.959666667,40708.9596666667,0.112858188230994
"4435",610000,608582.874166667,-1417.12583333324,-0.00232856673016589
"4436",249950,245329.260833333,-4620.73916666667,-0.0188348473026453
"4437",675000,522906.60775,-152093.39225,-0.290861484624259
"4438",448000,427709.748333333,-20290.2516666666,-0.0474393014087992
"4439",819000,645606.117416667,-173393.882583333,-0.268575340142614
"4440",1250000,1275416.41283333,25416.4128333335,0.0199279330088524
"4441",225000,274635.172416667,49635.1724166666,0.180731302476297
"4442",790000,547003.146,-242996.854,-0.44423300995055
"4443",685000,738240.44,53240.4399999999,0.0721180216028262
"4444",812000,810179.90375,-1820.09625000041,-0.00224653344470273
"4445",705000,714449.7615,9449.76149999991,0.013226628391841
"4446",360000,334512.473333333,-25487.5266666667,-0.0761930531698561
"4447",344000,355464.674,11464.674,0.0322526395407719
"4448",825000,1204610.68541667,379610.685416667,0.315131427947911
