"","TruePrice","PredictPrice","TestError","ErrorPercentage"
"1",221900,245428.336166667,23528.3361666667,0.0958664208630292
"2",538000,479496.623833333,-58503.3761666667,-0.122009985594813
"3",180000,328623.96375,148623.96375,0.452261490775108
"4",604000,508644.341333333,-95355.6586666666,-0.187470204458987
"5",510000,523620.434083333,13620.4340833332,0.0260120369579877
"6",1230000,1357138.91666667,127138.916666667,0.0936815790228302
"7",257500,284008.58375,26508.58375,0.0933372625572976
"8",291850,212142.139,-79707.8610000001,-0.375728562819856
"9",229500,282384.166,52884.166,0.187277377301672
"10",323000,320164.452916667,-2835.54708333325,-0.00885653312696552
"11",662500,681102.718333333,18602.7183333334,0.0273126473182407
"12",468000,474703.990666667,6703.99066666665,0.0141224653646827
"13",310000,426674.365833333,116674.365833333,0.273450610526971
"14",4e+05,384012.37,-15987.63,-0.0416331119750127
"15",530000,603102.825,73102.8250000001,0.121211213029884
"16",650000,757251.385583333,107251.385583333,0.141632471891371
"17",395000,377731.2415,-17268.7584999999,-0.0457170511801575
"18",485000,594222.506583333,109222.506583333,0.183807421249225
"19",189000,199908.238166667,10908.2381666667,0.0545662263181586
"20",230000,215946.96675,-14053.03325,-0.0650763169378948
"21",385000,387925.833583333,2925.83358333335,0.0075422499097494
"22",2e+06,1442077.62866667,-557922.371333334,-0.386887890251223
"23",285000,324874.27,39874.27,0.12273754397355
"24",252700,208049.805,-44650.195,-0.214613010572156
"25",329000,333879.059583333,4879.05958333332,0.0146132542406888
"26",233000,211713.432083333,-21286.5679166667,-0.100544248455091
"27",937000,827706.985833334,-109293.014166666,-0.132043121584422
"28",667000,632801.807,-34198.1929999999,-0.0540425021257878
"29",438000,476625.43825,38625.4382499999,0.0810393972923873
"30",719000,707293.232833333,-11706.7671666667,-0.0165515045574107
"31",580500,600687.595083333,20187.5950833333,0.0336074779112638
"32",280000,293868.156166667,13868.1561666667,0.0471917622772348
"33",687500,644557.344,-42942.656,-0.0666234841627993
"34",535000,512453.525666667,-22546.4743333333,-0.0439971103799157
