"","TruePrice","PredictPrice","TestError","ErrorPercentage"
"1",221900,242492.063,20592.063,0.0849185030851917
"2",538000,495727.437416667,-42272.5625833334,-0.0852738004650783
"3",180000,336104.289,156104.289,0.464451939796579
"4",604000,512885.430666667,-91114.5693333333,-0.17765092140539
"5",510000,509375.273333333,-624.726666666626,-0.00122645660159049
"6",1230000,1396272.05916667,166272.059166667,0.119082852138359
"7",257500,281121.397833333,23621.3978333333,0.084025613188426
"8",291850,213399.794166667,-78450.2058333334,-0.36762081303632
"9",229500,290182.798333333,60682.7983333333,0.209119212723378
"10",323000,320418.272666667,-2581.72733333323,-0.00805736611662911
"11",662500,694247.5305,31747.5305,0.0457294107724593
"12",468000,490495.818166667,22495.8181666665,0.0458634249946299
"13",310000,386690.234,76690.234,0.198324724177027
"14",4e+05,395490.596916667,-4509.4030833334,-0.0114020487932955
"15",530000,639012.945,109012.945,0.170595831982715
"16",650000,794882.931083333,144882.931083333,0.182269520979491
"17",395000,406453.278083333,11453.2780833334,0.0281785846022508
"18",485000,606851.890166667,121851.890166667,0.200793459064948
"19",189000,193271.877583333,4271.87758333338,0.0221029444984383
"20",230000,210593.187916667,-19406.8120833333,-0.0921530856497254
"21",385000,397608.114916667,12608.1149166666,0.0317099034040316
"22",2e+06,1487014.63333333,-512985.366666666,-0.344976676871528
"23",285000,322891.487833333,37891.4878333333,0.117350531869368
"24",252700,200777.997416667,-51922.0025833333,-0.258604046516022
"25",329000,331934.502583333,2934.50258333335,0.00884060728997773
"26",233000,214783.863333333,-18216.1366666667,-0.0848114769143352
"27",937000,876057.715,-60942.285,-0.0695642352741566
"28",667000,646758.167166667,-20241.8328333334,-0.0312973749090936
"29",438000,446757.2855,8757.2855,0.0196018862685117
"30",719000,708024.046,-10975.9539999998,-0.0155022333803615
"31",580500,603497.277083333,22997.2770833332,0.0381066791129162
"32",280000,290659.362,10659.362,0.0366730385928528
"33",687500,658058.282333333,-29441.7176666666,-0.0447402889030932
"34",535000,502973.46425,-32026.53575,-0.063674404369932
"35",322500,305910.394583333,-16589.6054166667,-0.0542302769386526
"36",696000,693766.395,-2233.60499999998,-0.00321953472537392
"37",550000,526359.755,-23640.245,-0.0449127137389142
"38",640000,828818.4605,188818.4605,0.227816427237989
"39",240000,200285.824,-39714.1760000001,-0.198287503363194
"40",605000,568020.72025,-36979.27975,-0.0651019908811152
"41",625000,682252.155416667,57252.1554166669,0.0839164155981328
"42",775000,554749.203833333,-220250.796166667,-0.397027692234126
"43",861990,877378.113916666,15388.1139166665,0.0175387483145357
"44",685000,607770.749166667,-77229.2508333332,-0.12706970669323
"45",309000,232807.768416667,-76192.2315833333,-0.327275297132562
"46",488000,547734.8725,59734.8724999999,0.109058005066128
"47",210490,200469.720833333,-10020.2791666666,-0.0499840031951622
"48",785000,720162.21675,-64837.78325,-0.0900321923893822
"49",450000,510354.849416667,60354.8494166667,0.118260558287341
"50",1350000,1027382.44283333,-322617.557166666,-0.3140189511872
"51",228000,226456.251833333,-1543.74816666672,-0.00681698188576785
"52",345000,462213.039916667,117213.039916667,0.253590941393171
"53",6e+05,517984.170833333,-82015.8291666667,-0.15833655502391
"54",585000,501053.772083333,-83946.2279166667,-0.167539359234093
"55",920000,975290.658333333,55290.6583333334,0.0566914671651005
"56",885000,988762.0255,103762.0255,0.104941353757523
"57",292500,318289.6375,25789.6375,0.0810256900053806
"58",301000,349569.442666667,48569.4426666666,0.138940756080274
"59",951000,990029.665333333,39029.6653333333,0.0394227230758711
"60",430000,424356.513416667,-5643.48658333329,-0.0132989276820457
"61",650000,543544.881083333,-106455.118916667,-0.195853410861845
"62",289000,238850.4995,-50149.5005,-0.209961882453589
"63",505000,491305.624166667,-13694.3758333333,-0.0278734359220112
"64",549000,557841.937916667,8841.93791666662,0.0158502567047719
"65",425000,525943.321166667,100943.321166667,0.191928135797505
"66",317625,594905.8225,277280.8225,0.466091962816518
"67",975000,1115322.792,140322.792,0.125813614683129
"68",287000,296620.244583333,9620.24458333338,0.0324328657905568
"69",204000,194323.593166667,-9676.40683333334,-0.0497953268342158
"70",1330000,1253905.79433333,-76094.2056666664,-0.0606857437062276
"71",1040000,1212578.62141667,172578.621416667,0.14232365503446
"72",325000,367111.6225,42111.6225000001,0.114710676314804
"73",571000,551385.076,-19614.9240000001,-0.0355739116885349
"74",360000,366293.131,6293.13099999999,0.017180586987311
"75",349000,339036.368916667,-9963.6310833334,-0.0293880892931059
"76",832500,820901.394333333,-11598.6056666668,-0.0141291094725039
"77",380000,435673.510833333,55673.5108333333,0.127787229310416
"78",480000,460154.783,-19845.2169999999,-0.0431272644187639
"79",410000,344227.019,-65772.981,-0.191074428704273
"80",720000,679585.314333334,-40414.6856666665,-0.0594696277483761
"81",390000,368223.347,-21776.6529999998,-0.0591397943053291
"82",360000,318500.365083333,-41499.6349166667,-0.130296977542894
"83",355000,365486.664166667,10486.6641666666,0.0286923305138283
"84",356000,381401.674166667,25401.6741666666,0.0666008460035403
"85",315000,304149.641833333,-10850.3581666668,-0.0356744071808327
"86",940000,943034.2975,3034.2975000001,0.00321758976109785
"87",305000,306092.247,1092.24700000009,0.00356835892024436
"88",461000,590741.89825,129741.89825,0.219625353533149
"89",215000,301713.051666667,86713.0516666667,0.287402388420596
"90",335000,336336.455833333,1336.45583333331,0.00397356816412305
"91",243500,276123.226333333,32623.2263333333,0.118147345902553
"92",1100000,1253160.37666667,153160.376666667,0.122219294129028
"93",153000,197517.929416667,44517.9294166667,0.22538677652273
"94",430000,578052.187833333,148052.187833333,0.256122528293276
