"","TruePrice","PredictPrice","TestError","ErrorPercentage"
"4323",410000,406425.27,-3574.72999999998,-0.00879554069066616
"4324",455000,450784.76975,-4215.23025000008,-0.00935087104282117
"4325",459500,412533.348333333,-46966.6516666666,-0.113849345407869
"4326",371000,412508.294333333,41508.2943333332,0.100624144783358
"4327",289500,298931.161,9431.16099999996,0.0315496081721636
"4328",395000,484429.080833333,89429.0808333334,0.184607168255659
"4329",496752,506920.520416667,10168.5204166666,0.0200593978880723
"4330",227000,302458.026833333,75458.0268333333,0.249482639371028
"4331",330000,305954.3305,-24045.6695,-0.0785923489322862
"4332",480000,591624.05375,111624.05375,0.188673961179355
"4333",290000,313626.328333333,23626.3283333333,0.0753327326149175
"4334",281000,228483.11025,-52516.88975,-0.229850205087533
"4335",705000,579106.405583333,-125893.594416667,-0.217392854236959
"4336",1400000,1023764.4975,-376235.5025,-0.367502002090085
"4337",485000,467576.235666667,-17423.7643333335,-0.0372640074585716
"4338",622000,556085.94075,-65914.05925,-0.118532144799599
"4339",380000,353367.752916667,-26632.2470833334,-0.0753669424091846
"4340",2130000,1239784.59125,-890215.40875,-0.718040387848706
"4341",561500,505735.637416667,-55764.3625833333,-0.110263858145694
"4342",242000,243738.181333333,1738.18133333337,0.00713134611830165
"4343",348500,287982.17425,-60517.82575,-0.210144346286739
"4344",370000,302888.208916667,-67111.7910833333,-0.221572808407995
"4345",752000,812866.574833333,60866.5748333331,0.0748789244358005
"4346",230000,248928.0035,18928.0035,0.0760380641545619
"4347",715000,573171.488083333,-141828.511916667,-0.247445162338651
"4348",240415,218326.324,-22088.676,-0.101172756428583
"4349",562000,672685.495,110685.495,0.164542711003453
"4350",360000,365667.159,5667.15900000004,0.0154981350129943
"4351",659950,648897.11625,-11052.8837499999,-0.0170333377560297
"4352",458500,582172.331666667,123672.331666667,0.212432513432255
"4353",259950,293589.5015,33639.5015,0.114580055922061
"4354",366000,314498.563583333,-51501.4364166667,-0.163757302513149
"4355",978000,879977.714333333,-98022.2856666669,-0.111391781939533
"4356",525000,565180.6435,40180.6435,0.0710934529731466
"4357",926300,785823.76075,-140476.23925,-0.178763033477033
"4358",750000,592490.292916667,-157509.707083333,-0.265843523457501
"4359",660000,511206.488166667,-148793.511833333,-0.291063425988488
"4360",305000,330515.458583333,25515.4585833333,0.0771989869783959
"4361",8e+05,704363.0775,-95636.9224999999,-0.135777875864028
"4362",6e+05,535157.5015,-64842.4985000001,-0.12116526128897
"4363",435000,295692.405666667,-139307.594333333,-0.471123341904068
"4364",1140000,994026.989666667,-145973.010333333,-0.146850147783496
"4365",318000,280696.77575,-37303.22425,-0.132895093469915
"4366",639000,626010.22975,-12989.7702500001,-0.0207500926225879
"4367",453000,460115.6495,7115.64949999994,0.0154649151962825
"4368",8e+05,797250.15775,-2749.8422500001,-0.0034491586151086
"4369",437000,476509.227333333,39509.2273333333,0.0829138767247741
"4370",1150000,723258.041666667,-426741.958333333,-0.590027256869422
"4371",490000,581426.676666667,91426.6766666668,0.157245410875913
"4372",499950,401112.728666667,-98837.2713333333,-0.246407716010103
"4373",160134,210612.452833333,50478.4528333333,0.239674587871018
"4374",191000,214522.5575,23522.5575,0.109650741507685
"4375",221000,213502.5665,-7497.43350000001,-0.0351163624068192
"4376",352800,388665.121666667,35865.1216666666,0.0922776952891232
"4377",350000,372740.311083333,22740.3110833333,0.0610084565772906
"4378",458000,604780.73925,146780.73925,0.242700750410844
"4379",359950,338657.70375,-21292.29625,-0.0628726174370986
"4380",1050000,789628.087,-260371.913,-0.3297399336303
"4381",353000,345655.1025,-7344.89750000002,-0.0212492089567809
"4382",717550,826762.25375,109212.25375,0.132096323041647
"4383",450000,511923.553,61923.5530000001,0.120962500430216
"4384",167500,248818.658,81318.658,0.326818971911664
"4385",550000,510748.5385,-39251.4615,-0.076850854268279
"4386",939000,969899.563166667,30899.5631666667,0.0318585184900809
"4387",7e+05,539679.478333333,-160320.521666667,-0.297066181137324
"4388",480000,735929.463,255929.463,0.347763577716687
"4389",501000,584575.32525,83575.3252500001,0.142967589701564
"4390",580000,512554.519916667,-67445.4800833333,-0.131586938486659
"4391",527550,284080.520833333,-243469.479166667,-0.857043905905492
"4392",399000,422504.209666667,23504.2096666667,0.0556307111950679
"4393",240000,316123.853,76123.8529999999,0.240803888341826
"4394",353000,426663.282333333,73663.2823333333,0.172649687431466
"4395",335000,362914.773333333,27914.7733333333,0.0769182612130641
"4396",475000,423148.089166667,-51851.9108333334,-0.122538449684244
"4397",660000,742748.141833333,82748.1418333334,0.111408076537338
"4398",551000,417440.541333333,-133559.458666667,-0.319948460779752
"4399",249950,261320.389333333,11370.3893333333,0.0435112979983722
"4400",1150000,1291911.82116667,141911.821166667,0.10984636787247
"4401",575000,552673.046083333,-22326.9539166666,-0.0403981234020594
"4402",1090000,1106468.38358333,16468.3835833333,0.0148837362437777
"4403",515000,545316.41175,30316.4117499999,0.0555941671601448
"4404",235000,267321.715083333,32321.7150833333,0.120909425832681
"4405",796000,699186.647916667,-96813.3520833333,-0.138465676328064
"4406",450000,437460.99425,-12539.00575,-0.0286631400623439
"4407",2050000,1714232.63291667,-335767.367083334,-0.195870362421024
"4408",270000,266328.2805,-3671.71949999989,-0.0137864424052401
"4409",1710000,1341324.01833333,-368675.981666666,-0.274859748000909
"4410",565000,502584.72625,-62415.2737500002,-0.124188560634756
"4411",680000,613443.805833333,-66556.1941666668,-0.108495991863922
"4412",5570000,3938996.66666667,-1631003.33333333,-0.414065680008191
"4413",864500,832411.917,-32088.0829999999,-0.0385483224647298
"4414",1150000,1146524.53691667,-3475.46308333334,-0.00303130283864648
"4415",335000,336151.478083333,1151.47808333335,0.00342547380692431
"4416",911000,930996.377916667,19996.3779166667,0.021478470154109
"4417",425000,423140.133916667,-1859.86608333344,-0.00439539040203576
"4418",299950,330437.834083333,30487.8340833333,0.0922649616316167
"4419",864000,798760.003333333,-65239.9966666667,-0.081676594214046
"4420",425000,592825.27,167825.27,0.283093988216798
"4421",374950,358192.1845,-16757.8155,-0.0467844253033947
"4422",247000,255012.676333333,8012.67633333328,0.0314206981729007
"4423",475000,439552.647166667,-35447.3528333333,-0.080644157330925
"4424",275000,329689.940333333,54689.9403333333,0.165882951351318
"4425",355000,477228.959333333,122228.959333333,0.256122259437234
"4426",285000,299133.071,14133.071,0.0472467686463193
"4427",1340000,902459.315833333,-437540.684166667,-0.484831478261865
"4428",325000,305465.581333333,-19534.4186666667,-0.0639496554125688
"4429",1670000,2156010.65,486010.65,0.22542126589217
"4430",402000,429329.025166667,27329.0251666666,0.0636552004748745
"4431",1100000,1145946.20425,45946.2042500002,0.0400945559918941
"4432",375000,441751.8985,66751.8985,0.151107213634307
"4433",396000,497737.077333333,101737.077333333,0.204399233985939
"4434",320000,365451.755,45451.755,0.124371423527573
"4435",610000,608056.38375,-1943.61624999996,-0.00319644082677549
"4436",249950,246006.541666667,-3943.45833333328,-0.0160298921590328
"4437",675000,525468.745833333,-149531.254166667,-0.284567360765724
